Ref,Val,Package,PosX,PosY,Rot,Side
"AE1","Antenna_Chip","CHIP_ANT",112.291549,-78.030723,156.000000,bottom
"C2","8pF 10V 10%","C_0201_0603Metric",115.540000,-76.522533,154.000000,bottom
"C3","0.1uF 10V 20%","C_0201_0603Metric",117.410000,-75.580000,-120.000000,bottom
"C5","8pF 10V 10%","C_0201_0603Metric",117.080000,-80.632533,60.000000,bottom
"C7","100pF NP0 10V 2%","C_0201_0603Metric",117.567997,-80.921543,-120.000000,bottom
"C8","0.8pF 10V 5% C0G","C_0201_0603Metric",118.757978,-81.209177,150.000000,bottom
"L3","0 Ohm","R_0201_0603Metric",113.800000,-79.132533,155.000000,bottom
"L5","3.9nH 5%","L_0201_0603Metric",118.426663,-81.735325,150.000000,bottom
"U1","N52810_QFN32","QFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm",120.015002,-78.194539,-120.000000,bottom
"Y1","32MHz 40ppm","Crystal_SMD_2016-4Pin_2.0x1.6mm",114.960000,-77.582533,-25.000000,bottom
"C1","4.7uF 10V 20%","C_0402_1005Metric",117.050000,-76.612533,0.000000,top
"C4","4.7uF 10V 20%","C_0402_1005Metric",116.310000,-78.810000,150.000000,top
"C6","0.1uF 10V 20%","C_0201_0603Metric",119.210000,-77.270000,150.000000,top
"C9","10uF 6.3V 20%","C_0402_1005Metric",133.560000,-77.085000,60.000000,top
"C10","0.1uF 10V 20%","C_0201_0603Metric",119.490000,-75.590000,-32.000000,top
"C13","4.7uF 25V 20%","C_0402_1005Metric",136.770000,-75.980000,0.000000,top
"C15","22uF 10V 20%","C_0603_1608Metric",137.530000,-69.800000,-150.000000,top
"C16","10uF 6.3V 20%","C_0402_1005Metric",150.940001,-66.659999,-90.000000,top
"C18","4.7uF 10V 20%","C_0402_1005Metric",148.473088,-66.653967,-90.000000,top
"C19","12nF 50V 5% NP0","C_0805_2012Metric",135.160000,-81.975000,-121.000000,top
"C21","10nF 25V 10%","C_0201_0603Metric",121.420000,-64.840000,90.000000,top
"C22","10nF 25V 10%","C_0201_0603Metric",117.460000,-64.850000,90.000000,top
"C23","0.1uF 10V 20%","C_0201_0603Metric",118.750000,-54.050000,180.000000,top
"C24","0.1uF 10V 20%","C_0201_0603Metric",158.670000,-56.495000,90.000000,top
"D1","BAV99S","SOT-363_SC-70-6",137.320000,-79.275000,-121.000000,top
"D2","TX1812MWCA5-F01","TX1812MWCA5-F01",118.860000,-78.685000,-30.000000,top
"D3","TX1812MWCA5-F01","TX1812MWCA5-F01",127.010000,-82.555000,90.000000,top
"D4","TX1812MWCA5-F01","TX1812MWCA5-F01",134.560000,-78.215000,150.000000,top
"D5","TX1812MWCA5-F01","TX1812MWCA5-F01",134.560000,-69.535000,150.000000,top
"D6","TX1812MWCA5-F01","TX1812MWCA5-F01",142.080000,-65.185000,90.000000,top
"D7","TX1812MWCA5-F01","TX1812MWCA5-F01",149.670000,-69.545000,90.000000,top
"D8","TX1812MWCA5-F01","TX1812MWCA5-F01",157.140000,-65.175000,150.000000,top
"D9","TX1812MWCA5-F01","TX1812MWCA5-F01",157.120000,-56.495000,180.000000,top
"L1","10uH 100mA 20%","L_0603_1608Metric",115.840000,-75.542533,180.000000,top
"L2","15nH 100mA 5%","L_0201_0603Metric",115.397500,-76.482537,0.000000,top
"R1","3.9M 1%","R_0201_0603Metric",120.280000,-64.840000,-90.000000,top
"R2","3.9M 1%","R_0201_0603Metric",120.850000,-64.840000,-90.000000,top
"R3","~","R_0201_0603Metric",117.370000,-77.852533,60.000000,top
"R4","10k 1%","R_0201_0603Metric",137.520000,-68.800000,-150.000000,top
"R5","100k 1%","R_0201_0603Metric",116.370000,-77.642533,-120.000000,top
"R6","3.9k 1%","R_0201_0603Metric",119.380000,-58.640000,90.000000,top
"R7","3.9M 1%","R_0201_0603Metric",118.590000,-64.849998,-90.000000,top
"R8","10M 1%","R_0201_0603Metric",118.030000,-64.850000,90.000000,top
"R9","100k 1%","R_0201_0603Metric",119.150000,-64.846807,-90.000000,top
"R10","3.9k 1%","R_0201_0603Metric",130.490000,-72.045000,150.000000,top
"R11","3.9k 1%","R_0201_0603Metric",130.800000,-71.505000,150.000000,top
"R12","510R 1%","R_0201_0603Metric",120.380000,-54.050000,180.000000,top
"TH1","NTC 100k @ 25C","R_0201_0603Metric",119.710000,-64.840000,90.000000,top
"U2","SC7A20HTR","LGA-12_2x2mm_P0.5mm",131.500000,-70.165000,60.000000,top
"U3","PJ75BL50SA","SOT-23",138.350000,-71.770000,30.000000,top
"U4","ME6230","FPB1_1-4",149.715001,-66.624999,-90.000000,top
"U5","BL24C02F-NTRC","TDFN-8-1EP_3x2mm_P0.5mm_EP1.3x1.4mm",133.317756,-67.113437,-120.000000,top
"U6","AW35122","AW35122",132.760000,-79.495000,-55.000000,top
"U7","DS6101","UDFN-4-1EP_1x1mm_P0.65mm_EP0.48x0.48mm",119.927826,-55.766680,0.000000,top
"U8","SL1605","SOT-553",142.090000,-63.255000,180.000000,top
"U9","XT4051","SOT-553",120.630000,-58.300000,-90.000000,top
