Ref,Val,Package,PosX,PosY,Rot,Side
"AE1","Antenna_Chip","CHIP_ANT",166.289994,-93.753779,-90.000000,bottom
"C2","8pF 10V 10%","C_0201_0603Metric",160.230001,-90.790001,90.000000,bottom
"C5","8pF 10V 10%","C_0201_0603Metric",161.429997,-92.440002,0.000000,bottom
"C7","100pF NP0 10V 2%","C_0201_0603Metric",164.030000,-90.920000,-90.000000,bottom
"C8","0.8pF 10V 5% C0G","C_0201_0603Metric",164.280000,-89.990000,180.000000,bottom
"C9","10uF 6.3V 20%","C_0402_1005Metric",164.290000,-76.360001,-90.000000,bottom
"C13","4.7uF 25V 20%","C_0402_1005Metric",166.665805,-71.993796,-89.500000,bottom
"C15","22uF 10V 20%","C_0603_1608Metric",160.124964,-75.557015,0.500000,bottom
"C19","12nF 50V 5% NP0","C_0805_2012Metric",163.869994,-69.803778,0.000000,bottom
"C21","10nF 25V 10%","C_0201_0603Metric",163.896989,-79.626723,-89.500000,bottom
"C22","10nF 25V 10%","C_0201_0603Metric",164.454302,-78.304603,90.500000,bottom
"C24","0.1uF 10V 20%","C_0201_0603Metric",164.279994,-74.913778,90.000000,bottom
"D1","BAV99S","SOT-363_SC-70-6",168.739994,-71.503778,180.000000,bottom
"L3","0 Ohm","R_0201_0603Metric",165.950000,-91.670000,0.000000,bottom
"L5","3.9nH 5%","L_0201_0603Metric",164.590000,-90.920000,-90.000000,bottom
"R1","3.9M 1%","R_0201_0603Metric",165.046989,-79.608767,90.500000,bottom
"R2","3.9M 1%","R_0201_0603Metric",164.485230,-79.618869,90.500000,bottom
"R3","~","R_0201_0603Metric",159.549997,-87.689996,90.000000,bottom
"R4","10k 1%","R_0201_0603Metric",160.209982,-74.510986,0.500000,bottom
"R5","100k 1%","R_0201_0603Metric",160.149996,-87.689998,-90.000000,bottom
"R6","3.9k 1%","R_0201_0603Metric",167.149982,-77.396570,179.500000,bottom
"R7","3.9M 1%","R_0201_0603Metric",165.031186,-78.293792,-89.500000,bottom
"R8","10M 1%","R_0201_0603Metric",163.866989,-78.308791,90.500000,bottom
"U1","N52810_QFN32","QFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm",163.621909,-86.665520,-90.000000,bottom
"U3","PJ75BL50SA","SOT-23",161.349994,-71.533778,-90.000000,bottom
"U6","AW35122","AW35122",162.719994,-75.452180,-90.000000,bottom
"U9","XT4051","SOT-553",166.210000,-78.977500,-90.000000,bottom
"Y1","32MHz 40ppm","Crystal_SMD_2016-4Pin_2.0x1.6mm",161.650000,-91.110000,0.000000,bottom
"C1","4.7uF 10V 20%","C_0402_1005Metric",161.999994,-86.083778,-90.000000,top
"C3","0.1uF 10V 20%","C_0201_0603Metric",162.300001,-84.460001,0.000000,top
"C4","4.7uF 10V 20%","C_0402_1005Metric",164.319994,-84.223778,180.000000,top
"C6","0.1uF 10V 20%","C_0201_0603Metric",132.199994,-101.533778,90.000000,top
"C10","0.1uF 10V 20%","C_0201_0603Metric",161.649994,-87.663778,90.000000,top
"C16","10uF 6.3V 20%","C_0402_1005Metric",150.569994,-82.963778,90.000000,top
"C18","4.7uF 10V 20%","C_0402_1005Metric",152.779994,-82.963778,90.000000,top
