Ref,Val,Package,PosX,PosY,Rot,Side
"C1","4.7uF 10V 20%","C_0402_1005Metric",147.460000,-85.810000,-90.000000,bottom
"C3","0.1uF 10V 20%","C_0201_0603Metric",147.130000,-83.600000,-90.000000,bottom
"C4","4.7uF 10V 20%","C_0402_1005Metric",145.140000,-83.950000,0.000000,bottom
"C6","0.1uF 10V 20%","C_0201_0603Metric",177.260000,-101.260000,90.000000,bottom
"C10","0.1uF 10V 20%","C_0201_0603Metric",147.810000,-87.390000,90.000000,bottom
"C16","10uF 6.3V 20%","C_0402_1005Metric",158.890000,-82.690000,90.000000,bottom
"C18","4.7uF 10V 20%","C_0402_1005Metric",156.680000,-82.690000,90.000000,bottom
"C23","0.1uF 10V 20%","C_0201_0603Metric",180.470000,-112.680000,180.000000,bottom
"C25","0.1uF 10V 20%","C_0201_0603Metric",172.820000,-89.350000,0.000000,bottom
"D2","TX1812MJA5","TX1812MWCA5-F01",145.120000,-74.620000,90.000000,bottom
"D3","TX1812MJA5","TX1812MWCA5-F01",141.022500,-82.730000,90.000000,bottom
"D4","TX1812MJA5","TX1812MWCA5-F01",141.012500,-90.740000,-90.000000,bottom
"D5","TX1812MJA5","TX1812MWCA5-F01",145.020000,-86.767500,-90.000000,bottom
"D6","TX1812MJA5","TX1812MWCA5-F01",149.000000,-82.680000,-135.000000,bottom
"D7","TX1812MJA5","TX1812MWCA5-F01",149.027500,-90.740000,90.000000,bottom
"D8","TX1812MJA5","TX1812MWCA5-F01",153.022500,-90.700000,-90.000000,bottom
"D9","TX1812MJA5","TX1812MWCA5-F01",157.082500,-86.750000,-90.000000,bottom
"D11","TX1812MJA5","TX1812MWCA5-F01",161.020000,-82.710000,-90.000000,bottom
"D12","TX1812MJA5","TX1812MWCA5-F01",165.140000,-82.710000,-90.000000,bottom
"D13","TX1812MJA5","TX1812MWCA5-F01",169.130000,-86.747500,-90.000000,bottom
"D15","TX1812MJA5","TX1812MWCA5-F01",173.120000,-90.690000,-90.000000,bottom
"D16","TX1812MJA5","TX1812MWCA5-F01",177.230000,-90.850000,180.000000,bottom
"D17","TX1812MJA5","TX1812MWCA5-F01",181.230000,-86.752500,0.000000,bottom
"D18","TX1812MJA5","TX1812MWCA5-F01",177.450000,-82.822500,0.000000,bottom
"D19","TX1812MJA5","TX1812MWCA5-F01",185.202500,-82.820000,180.000000,bottom
"D20","TX1812MJA5","TX1812MWCA5-F01",184.880000,-90.812500,180.000000,bottom
"D21","TX1812MJA5","TX1812MWCA5-F01",185.380000,-94.987500,180.000000,bottom
"D22","TX1812MJA5","TX1812MWCA5-F01",181.267500,-94.950000,90.000000,bottom
"D23","TX1812MJA5","TX1812MWCA5-F01",177.180000,-94.950000,90.000000,bottom
"D24","TX1812MJA5","TX1812MWCA5-F01",181.257500,-98.787500,180.000000,bottom
"D25","TX1812MJA5","TX1812MWCA5-F01",177.150000,-102.887500,-90.000000,bottom
"D26","TX1812MJA5","TX1812MWCA5-F01",181.282500,-102.930000,-90.000000,bottom
"D27","TX1812MJA5","TX1812MWCA5-F01",185.360000,-102.917500,0.000000,bottom
"J1","Conn_01x14","FPC_14",121.680000,-82.280000,-90.000000,bottom
"J2","Conn_01x04","FPC-POGO-4",128.780000,-85.690000,180.000000,bottom
"J3","Conn_01x02","Hongjie 10100 Solder Tabs",181.130000,-111.076066,180.000000,bottom
"L1","10uH 100mA 20%","C_1.2x1.8",149.370000,-85.670000,-90.000000,bottom
"L2","15nH 100mA 5%","L_0402_1005Metric",148.280000,-85.815000,90.000000,bottom
"Q1","ZSPT-Z1608C-06F-Z4","D_0603_1608Metric",178.720000,-98.730000,0.000000,bottom
"R3","0R","R_0201_0603Metric",142.510000,-84.050000,0.000000,bottom
"R5","10k 1%","R_0201_0603Metric",176.950000,-98.780000,90.000000,bottom
"R9","100k 1%","R_0201_0603Metric",181.820000,-90.320000,-90.000000,bottom
"R10","3.9k 1%","R_0201_0603Metric",154.810000,-89.250000,180.000000,bottom
"R11","3.9k 1%","R_0201_0603Metric",156.090000,-89.260000,180.000000,bottom
"R12","510R 1%","R_0201_0603Metric",182.030000,-112.670000,180.000000,bottom
"R13","0R","R_0201_0603Metric",157.490000,-85.440000,0.000000,bottom
"R14","0R","R_0201_0603Metric",139.610000,-90.870000,90.000000,bottom
"R15","0R","R_0201_0603Metric",146.890000,-82.530000,0.000000,bottom
"R16","0R","R_0201_0603Metric",179.380000,-81.625000,90.000000,bottom
"R17","0R","R_0201_0603Metric",184.710000,-89.070000,0.000000,bottom
"R18","0R","R_0201_0603Metric",176.060000,-96.630000,-90.000000,bottom
"R19","0R","R_0201_0603Metric",180.950000,-96.150000,180.000000,bottom
"R20","0R","R_0201_0603Metric",177.073752,-96.586190,180.000000,bottom
