Ref,Val,Package,PosX,PosY,Rot,Side
"AE1","Antenna_Chip","CHIP_ANT",147.124562,-85.567007,110.200000,bottom
"C1","4.7uF 10V 20%","C_0402_1005Metric",143.110000,-84.220000,90.000000,bottom
"C2","8pF 10V 10%","C_0201_0603Metric",145.060000,-82.930000,180.000000,bottom
"C3","0.1uF 10V 20%","C_0201_0603Metric",139.387792,-85.486928,180.000000,bottom
"C4","4.7uF 10V 20%","C_0402_1005Metric",140.450000,-89.260000,180.000000,bottom
"C5","8pF 10V 10%","C_0201_0603Metric",144.885292,-85.031928,0.000000,bottom
"C6","0.1uF 10V 20%","C_0201_0603Metric",159.600000,-108.800000,60.000000,bottom
"C7","100pF NP0 10V 2%","C_0201_0603Metric",143.550000,-82.940000,180.000000,bottom
"C8","1.2pF 10V 5% C0G","0402_RF",144.807064,-86.921931,110.200000,bottom
"C9","10uF 6.3V 20%","C_0402_1005Metric",136.120000,-84.200000,90.000000,bottom
"C10","0.1uF 10V 20%","C_0201_0603Metric",146.755000,-90.268750,90.000000,bottom
"C11","DNP","0402_RF",145.807064,-86.101931,-159.800000,bottom
"C12","DNP","0402_RF",146.607064,-88.181931,-159.800000,bottom
"C13","4.7uF 25V 20%","C_0402_1005Metric",144.930000,-97.350000,180.000000,bottom
"C15","22uF 10V 20%","C_0603_1608Metric",142.552500,-94.160000,90.000000,bottom
"C16","10uF 6.3V 20%","C_0402_1005Metric",138.160000,-84.080000,90.000000,bottom
"C18","4.7uF 10V 20%","C_0402_1005Metric",139.810000,-84.810000,180.000000,bottom
"C19","12nF 50V 5% NP0","C_0805_2012Metric",164.420000,-100.270000,-120.000000,bottom
"C21","10nF 25V 10%","C_0201_0603Metric",138.950000,-87.890000,-90.000000,bottom
"C22","10nF 25V 10%","C_0201_0603Metric",139.860000,-86.470000,90.000000,bottom
"C23","0.1uF 10V 20%","C_0201_0603Metric",142.600000,-74.650000,0.000000,bottom
"C24","0.1uF 10V 20%","C_0201_0603Metric",171.710000,-79.880000,60.000000,bottom
"C25","0.1uF 10V 20%","C_0201_0603Metric",195.940000,-81.890000,-120.000000,bottom
"D1","BAV99S","SOT-363_SC-70-6",156.480000,-100.870000,-120.000000,bottom
"D2","TX1812MJA5","TX1812MWCA5-F01",142.350000,-98.755000,150.000000,bottom
"D3","TX1812MJA5","TX1812MWCA5-F01",136.980000,-101.390000,150.000000,bottom
"D4","TX1812MJA5","TX1812MWCA5-F01",137.198782,-107.749711,-150.000000,bottom
"D5","TX1812MJA5","TX1812MWCA5-F01",142.380000,-110.740000,-90.000000,bottom
"D6","TX1812MJA5","TX1812MWCA5-F01",147.560000,-107.760000,-90.000000,bottom
"D7","TX1812MJA5","TX1812MWCA5-F01",152.728782,-110.740289,-90.000000,bottom
"D8","TX1812MJA5","TX1812MWCA5-F01",157.898782,-107.750289,-30.000000,bottom
"D9","TX1812MJA5","TX1812MWCA5-F01",158.350000,-102.020000,-30.000000,bottom
"D10","TX1812MJA5","TX1812MWCA5-F01",162.680000,-98.570000,-30.000000,bottom
"D11","TX1812MJA5","TX1812MWCA5-F01",163.080000,-92.810000,-30.000000,bottom
"D12","TX1812MJA5","TX1812MWCA5-F01",168.258782,-89.820289,-30.000000,bottom
"D13","TX1812MJA5","TX1812MWCA5-F01",168.258782,-83.850289,-30.000000,bottom
"D14","TX1812MJA5","TX1812MWCA5-F01",173.428782,-80.860289,-30.000000,bottom
"D15","TX1812MJA5","TX1812MWCA5-F01",173.330000,-74.810000,-30.000000,bottom
"D16","TX1812MJA5","TX1812MWCA5-F01",178.608782,-71.900289,-90.000000,bottom
"D17","TX1812MJA5","TX1812MWCA5-F01",183.778782,-74.880289,-90.000000,bottom
"D18","TX1812MJA5","TX1812MWCA5-F01",188.958782,-71.899711,-90.000000,bottom
"D19","TX1812MJA5","TX1812MWCA5-F01",194.130000,-74.890000,-150.000000,bottom
