Ref,Val,Package,PosX,PosY,Rot,Side
"R9","100k 1%","R_0201_0603Metric",132.460000,-112.450000,163.000000,bottom
"R10","3.9k 1%","R_0201_0603Metric",151.040000,-118.430000,-90.000000,bottom
"R11","3.9k 1%","R_0201_0603Metric",151.060000,-119.700000,90.000000,bottom
"R12","510R 1%","R_0201_0603Metric",151.570000,-98.360000,-15.000000,bottom
"TH1","NTC 100k @ 25C","R_0402_1005Metric",131.610000,-111.650000,73.000000,bottom
"U1","N52810_QFN32","QFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm",149.971680,-110.358512,-15.000000,bottom
"U2","SC7A20HTR","LGA-12_2x2mm_P0.5mm",151.310000,-124.590000,-140.000000,bottom
"U3","PJ75BL50SA","SOT-23",151.834909,-102.316378,-105.000000,bottom
"U4","ME6230","FPB1_1-4",148.334296,-127.926843,-46.000000,bottom
"U5","BL24C02F-NTRC","TDFN-8-1EP_3x2mm_P0.5mm_EP1.3x1.4mm",153.240000,-118.740000,180.000000,bottom
"U6","AW35122","AW35122",147.100000,-120.090000,-115.000000,bottom
"U7","DS6101","UDFN-4-1EP_1x1mm_P0.65mm_EP0.48x0.48mm",151.992516,-99.796308,165.000000,bottom
"U8","SL1605","SOT-553",111.843142,-93.648249,-146.000000,bottom
"U9","XT4051","SOT-553",148.976224,-101.703107,-105.000000,bottom
"U10","WAS3157D-6/TR","DFN1109-6",132.750000,-111.490000,73.000000,bottom
"Y1","32MHz 40ppm","SX16Y032000B81T001",152.732048,-114.019136,75.000000,bottom
